a_email	app_date
rhoa@iselectrics.com	2023-12-12
rhoa@iselectrics.com	2024-01-17
rhoa@iselectrics.com	2024-10-28
rhoa@iselectrics.com	2024-12-03
rhoa@iselectrics.com	2025-01-20
rhoa@iselectrics.com	2025-03-28
rmonarrez@opentech.com	2023-11-01
rmonarrez@opentech.com	2024-02-28
rmonarrez@opentech.com	2024-04-10
rmonarrez@opentech.com	2024-11-01
rmonarrez@opentech.com	2024-11-12
rmonarrez@opentech.com	2025-01-10
rmonarrez@opentech.com	2025-01-23
rslusarski@singletechno.com	2023-10-06
rslusarski@singletechno.com	2023-11-01
rslusarski@singletechno.com	2024-05-29
rslusarski@singletechno.com	2024-07-25
rslusarski@singletechno.com	2025-01-15
rslusarski@singletechno.com	2025-03-04
scloney@konmatfix.com	2023-10-03
scloney@konmatfix.com	2023-11-02
scloney@konmatfix.com	2024-02-01
scloney@konmatfix.com	2024-02-22
scloney@konmatfix.com	2024-04-17
scloney@konmatfix.com	2024-05-22
scloney@konmatfix.com	2024-08-09
scloney@konmatfix.com	2024-08-26
scloney@konmatfix.com	2024-09-10
sfeichtner@donware.com	2024-05-30
sfeichtner@donware.com	2024-06-26
sfeichtner@donware.com	2024-08-02
sfeichtner@donware.com	2024-08-29
sfeichtner@donware.com	2024-09-09
sfeichtner@donware.com	2025-01-02
sfeichtner@stanredtax.com	2023-10-30
sfeichtner@stanredtax.com	2023-11-06
sfeichtner@stanredtax.com	2024-05-09
sfeichtner@stanredtax.com	2024-09-13
sfeichtner@stanredtax.com	2024-10-25
sfeichtner@stanredtax.com	2024-11-22
sfeichtner@stanredtax.com	2025-01-13
sfeichtner@stanredtax.com	2025-02-18
sgudroe@cancity.com	2024-01-12
sgudroe@cancity.com	2024-01-17
sgudroe@cancity.com	2024-03-21
sgudroe@cancity.com	2024-04-30
sgudroe@cancity.com	2024-07-22
sgudroe@cancity.com	2024-09-24
sgudroe@cancity.com	2024-09-26
sgudroe@cancity.com	2024-10-01
sgudroe@cancity.com	2025-01-14
sgudroe@cancity.com	2025-01-17
sheintzman@blackzim.com	2023-12-08
sheintzman@blackzim.com	2024-01-03
sheintzman@blackzim.com	2024-02-15
sheintzman@blackzim.com	2024-07-19
sheintzman@blackzim.com	2024-07-22
sheintzman@blackzim.com	2024-08-27
sheintzman@blackzim.com	2024-10-02
sheintzman@blackzim.com	2024-10-22
sheintzman@blackzim.com	2024-11-26
sheintzman@blackzim.com	2025-01-21
sheintzman@blackzim.com	2025-02-28
snachor@xx-holding.com	2024-06-03
snachor@xx-holding.com	2024-07-17
spawlowicz@warephase.com	2023-10-25
spawlowicz@warephase.com	2024-07-29
spawlowicz@warephase.com	2024-10-22
spawlowicz@warephase.com	2024-12-19
spawlowicz@warephase.com	2025-03-26
srowling@j-texon.com	2024-01-11
srowling@j-texon.com	2024-04-26
srowling@j-texon.com	2025-02-28
ssaras@sumace.com	2023-10-25
ssaras@sumace.com	2024-01-12
ssaras@sumace.com	2024-01-18
ssaras@sumace.com	2024-04-25
ssaras@sumace.com	2024-05-13
ssaras@sumace.com	2024-06-21
ssaras@sumace.com	2024-10-09
ssaras@sumace.com	2024-10-11
ssaras@sumace.com	2024-11-18
ssaras@sumace.com	2024-11-29
ssaras@sumace.com	2024-12-05
ssaras@sumace.com	2025-02-27
ssaras@sumace.com	2025-03-19
sshealy@statholdings.com	2023-10-16
sshealy@statholdings.com	2023-10-19
sshealy@statholdings.com	2023-10-24
sshealy@statholdings.com	2023-11-03
sshealy@statholdings.com	2023-12-26
sshealy@statholdings.com	2024-01-05
sshealy@statholdings.com	2024-03-26
sshealy@statholdings.com	2024-04-15
sshealy@statholdings.com	2024-04-24
sshealy@statholdings.com	2025-02-26
tasar@stanredtax.com	2023-11-02
tasar@stanredtax.com	2023-11-17
tasar@stanredtax.com	2024-02-02
tasar@stanredtax.com	2024-02-09
tasar@stanredtax.com	2024-08-20
tasar@stanredtax.com	2024-11-15
tasar@stanredtax.com	2025-03-24
tbutt@blackzim.com	2024-05-16
tbutt@blackzim.com	2024-06-17
tbutt@blackzim.com	2024-11-21
tbutt@blackzim.com	2025-02-12
tbutt@blackzim.com	2025-02-18
tbutt@blackzim.com	2025-03-18
tdelasancha@warephase.com	2024-02-19
tdelasancha@warephase.com	2024-03-27
tdelasancha@warephase.com	2024-04-16
tdelasancha@warephase.com	2024-05-15
tdelasancha@warephase.com	2024-05-17
tdelasancha@warephase.com	2024-10-31
teroman@iselectrics.com	2024-04-18
teroman@iselectrics.com	2024-10-24
teroman@iselectrics.com	2024-12-24
teroman@iselectrics.com	2025-02-17
tfelger@j-texon.com	2024-01-26
tfelger@j-texon.com	2024-03-07
tfelger@j-texon.com	2024-05-24
tfelger@j-texon.com	2024-07-04
tfelger@j-texon.com	2024-08-30
tfelger@j-texon.com	2025-03-07
tgotter@treequote.com	2024-07-29
tgotter@treequote.com	2024-11-27
tharnos@donquadtech.com	2023-10-02
tharnos@donquadtech.com	2023-11-13
tharnos@donquadtech.com	2024-04-03
tharnos@donquadtech.com	2024-04-23
tharnos@donquadtech.com	2024-05-31
tharnos@donquadtech.com	2024-11-01
tharnos@donquadtech.com	2024-11-19
thoopengardner@conecom.com	2023-10-10
thoopengardner@conecom.com	2023-10-11
thoopengardner@conecom.com	2023-10-19
thoopengardner@conecom.com	2023-11-06
thoopengardner@conecom.com	2023-12-08
thoopengardner@conecom.com	2024-03-13
thoopengardner@conecom.com	2024-06-07
thoopengardner@conecom.com	2024-12-10
thoopengardner@conecom.com	2025-01-24
tkitzman@dambase.com	2023-10-16
tkitzman@dambase.com	2024-01-09
tkitzman@dambase.com	2024-01-23
tkitzman@dambase.com	2024-05-14
tkitzman@dambase.com	2024-11-06
tkitzman@dambase.com	2024-12-30
tmirafuentes@statholdings.com	2023-10-30
tmirafuentes@statholdings.com	2023-11-14
tmirafuentes@statholdings.com	2024-05-16
tmirafuentes@statholdings.com	2024-05-31
tmirafuentes@statholdings.com	2024-10-18
tmirafuentes@statholdings.com	2025-03-04
tmirafuentes@statholdings.com	2025-03-24
tpalaspas@hatfan.com	2024-01-04
tpalaspas@hatfan.com	2024-05-03
tpalaspas@hatfan.com	2024-06-19
tpalaspas@hatfan.com	2024-07-24
tpalaspas@hatfan.com	2024-08-14
tpalaspas@hatfan.com	2024-11-01
tpalaspas@hatfan.com	2024-11-08
tpalaspas@hatfan.com	2024-11-20
tpalaspas@hatfan.com	2024-12-03
tpalaspas@hatfan.com	2025-01-17
tsawchuk@condax.com	2023-12-18
tsawchuk@condax.com	2024-01-22
tsawchuk@condax.com	2024-02-26
tsawchuk@condax.com	2024-03-29
tsawchuk@condax.com	2024-06-05
tsawchuk@condax.com	2024-06-20
tsawchuk@condax.com	2024-08-07
tsawchuk@condax.com	2024-12-31
ttomasulo@dambase.com	2023-11-06
ttomasulo@dambase.com	2023-11-15
ttomasulo@dambase.com	2024-12-23
ttomasulo@dambase.com	2025-03-04
vauffrey@groovestreet.com	2023-12-14
vauffrey@groovestreet.com	2024-05-29
vdiestel@green-plus.com	2023-11-07
vdiestel@green-plus.com	2023-11-14
vdiestel@green-plus.com	2023-12-27
vdiestel@green-plus.com	2024-01-02
vdiestel@green-plus.com	2024-02-21
vdiestel@green-plus.com	2024-04-16
vdiestel@green-plus.com	2024-08-07
vdiestel@green-plus.com	2024-09-20
vdiestel@green-plus.com	2024-12-31
vkorando@rantouch.com	2024-04-30
vkorando@rantouch.com	2024-06-17
vkorando@rantouch.com	2024-07-10
vkorando@rantouch.com	2024-07-24
vkorando@rantouch.com	2025-01-01
wfelger@sumace.com	2023-11-22
wfelger@sumace.com	2024-05-22
wfelger@sumace.com	2024-05-23
wfelger@sumace.com	2024-06-06
wfelger@sumace.com	2024-06-13
wfelger@sumace.com	2024-06-21
wfelger@sumace.com	2024-09-25
wfelger@sumace.com	2024-11-18
wfelger@sumace.com	2025-01-31
wnestle@bioholding.com	2024-01-01
wnestle@bioholding.com	2024-02-13
wnestle@bioholding.com	2024-02-16
wnestle@bioholding.com	2024-03-08
wnestle@bioholding.com	2024-08-02
wnestle@bioholding.com	2024-08-30
wnestle@bioholding.com	2024-10-03
wsimilton@xx-holding.com	2023-12-13
wsimilton@xx-holding.com	2024-01-01
wsimilton@xx-holding.com	2024-03-29
wsimilton@xx-holding.com	2024-08-30
wsimilton@xx-holding.com	2024-12-10
wsimilton@xx-holding.com	2024-12-13
wsimilton@xx-holding.com	2024-12-27
wsimilton@xx-holding.com	2025-01-14
wsimilton@xx-holding.com	2025-01-28
xmcnease@groovestreet.com	2023-12-28
xmcnease@groovestreet.com	2024-01-30
xmcnease@groovestreet.com	2024-03-05
xmcnease@groovestreet.com	2024-04-25
xmcnease@groovestreet.com	2025-02-04
xmcnease@groovestreet.com	2025-03-26
xnunlee@gogozoom.com	2023-10-24
xnunlee@gogozoom.com	2024-01-24
xnunlee@gogozoom.com	2024-02-27
xnunlee@gogozoom.com	2025-02-05
yvonasek@yearin.com	2023-12-07
yvonasek@yearin.com	2023-12-15
yvonasek@yearin.com	2024-02-16
yvonasek@yearin.com	2024-07-26
yvonasek@yearin.com	2024-10-23
yvonasek@yearin.com	2024-12-04
zmyricks@isdom.com	2023-10-18
zmyricks@isdom.com	2023-12-12
zmyricks@isdom.com	2024-07-18
zmyricks@isdom.com	2024-10-04
zmyricks@isdom.com	2025-01-06
zmyricks@isdom.com	2025-03-20
