a_email	a_f_name	a_l_name	a_street_addr	a_city	a_state	a_postal_code	a_phone	a_house_size	app_date	IsApproved	IsRejected	approved_date	rejected_date
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2024-03-05	1	0	2024-03-27	
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2024-05-16	0	1		2024-07-08
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2025-01-24	1	0	2025-01-24	
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2025-03-13	0	0		
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2025-03-17	0	0		
cwenner@betatech.com	Cyril	Wenner	5232 12-street	Newark	TX	09638	3863943669	4	2025-03-20	0	0		
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2023-10-12	1	0	2024-06-08	
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2023-12-29	1	0	2024-05-20	
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2024-03-19	1	0	2024-05-25	
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2024-06-04	0	1		2024-11-29
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2024-09-05	1	0	2024-09-24	
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2024-09-06	0	0		
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2024-10-01	0	0		
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2025-02-21	1	0	2025-03-12	
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2025-02-25	0	0		
darias@treequote.com	Dalene	Arias	9040 4-street	Reno	VA	58651	4426037192	2	2025-02-26	0	0		
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2023-11-09	1	0	2023-11-27	
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2024-02-21	0	1		2024-11-09
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2024-04-08	1	0	2024-08-26	
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2024-10-15	1	0	2024-12-30	
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2024-10-23	0	1		2024-11-12
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2024-12-17	0	1		2025-03-20
dblunk@dalttechnology.com	Devorah	Blunk	2818 4-street	Lubbock	CA	47314	6801289414	3	2025-01-30	0	1		2025-02-24
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2023-12-01	1	0	2024-12-05	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2023-12-14	1	0	2025-01-29	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2023-12-15	1	0	2024-02-13	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2023-12-27	1	0	2024-03-01	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2024-02-06	1	0	2025-02-23	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2024-03-15	0	1		2024-04-22
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2024-09-06	0	1		2025-03-11
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2024-11-27	1	0	2025-01-12	
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2025-02-12	0	0		
dfelger@faxquote.com	Donette	Felger	7524 21-street	Lexington-Fayette	PA	61340	9277101645	4	2025-02-19	0	0		
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2023-10-03	1	0	2023-10-06	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-03-18	1	0	2024-12-22	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-03-25	1	0	2024-03-31	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-04-10	0	1		2024-06-04
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-05-02	1	0	2025-03-29	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-06-17	1	0	2024-09-02	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-07-02	1	0	2024-11-04	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-08-01	1	0	2025-03-25	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-08-23	1	0	2024-11-10	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2024-12-20	1	0	2025-02-08	
dhoffis@zotware.com	Dean	Hoffis	1439 18-street	Lubbock	CA	53777	2355966037	3	2025-02-10	0	0		
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2024-03-13	0	1		2024-06-21
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2024-08-01	1	0	2024-11-24	
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2024-10-09	0	0		
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2024-11-11	0	0		
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2024-12-02	0	0		
dlueckenbach@opentech.com	Dierdre	Lueckenbach	6362 14-street	Lincoln	NY	60214	2156704547	4	2025-02-19	0	0		
dmoyd@labdrill.com	Dorthy	Moyd	5887 16-street	Mesa	VA	78558	4693228016	4	2023-12-20	0	1		2024-01-30
dmoyd@labdrill.com	Dorthy	Moyd	5887 16-street	Mesa	VA	78558	4693228016	4	2024-07-12	0	0		
dmoyd@labdrill.com	Dorthy	Moyd	5887 16-street	Mesa	VA	78558	4693228016	4	2024-08-21	1	0	2024-10-12	
dmoyd@labdrill.com	Dorthy	Moyd	5887 16-street	Mesa	VA	78558	4693228016	4	2025-01-23	0	0		
dmoyd@labdrill.com	Dorthy	Moyd	5887 16-street	Mesa	VA	78558	4693228016	4	2025-02-06	0	0		
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2023-10-20	1	0	2023-11-23	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-02-20	1	0	2024-02-29	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-04-23	0	0		
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-06-06	1	0	2024-09-09	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-07-19	1	0	2025-03-19	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-09-04	0	0		
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2024-12-03	1	0	2025-01-16	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2025-01-22	1	0	2025-02-21	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2025-03-12	1	0	2025-03-19	
dnestle@treequote.com	Diane	Nestle	5599 5-street	Denver	CO	56563	3685765681	4	2025-03-24	0	0		
drestrepo@xx-zobam.com	Delisa	Restrepo	8036 9-street	North Las Vegas	CA	28095	1429348905	3	2023-12-05	1	0	2024-11-08	
drestrepo@xx-zobam.com	Delisa	Restrepo	8036 9-street	North Las Vegas	CA	28095	1429348905	3	2024-04-30	1	0	2024-07-15	
drestrepo@xx-zobam.com	Delisa	Restrepo	8036 9-street	North Las Vegas	CA	28095	1429348905	3	2024-10-14	1	0	2025-03-16	
drestrepo@xx-zobam.com	Delisa	Restrepo	8036 9-street	North Las Vegas	CA	28095	1429348905	3	2024-11-11	0	0		
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2023-11-14	0	1		2024-04-06
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2023-11-30	1	0	2024-07-01	
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2024-02-01	1	0	2024-11-01	
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2024-03-26	1	0	2024-08-24	
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2024-07-10	1	0	2024-11-20	
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2024-10-31	1	0	2024-12-04	
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2024-11-05	0	1		2025-03-25
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2025-01-07	0	0		
drulapaugh@mathtouch.com	Derick	Rulapaugh	1903 16-street	Dallas	TX	22120	9488675087	1	2025-01-09	0	0		
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2023-11-21	0	1		2024-09-13
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2024-04-12	0	1		2024-08-13
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2024-05-17	1	0	2024-09-07	
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2024-05-21	1	0	2024-12-02	
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2024-07-15	1	0	2024-10-23	
dstaback@warephase.com	Dalene	Staback	8489 15-street	Austin	TX	92242	1631922359	5	2024-08-23	1	0	2024-12-11	
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2023-10-11	1	0	2023-10-16	
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2023-11-23	1	0	2024-01-09	
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2024-05-30	1	0	2024-10-14	
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2024-06-07	1	0	2024-08-08	
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2024-09-12	0	0		
ebaltimore@singletechno.com	Elouise	Baltimore	2306 12-street	Detroit	MI	85397	1728361485	2	2024-12-05	1	0	2024-12-27	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2023-10-09	0	1		2023-10-23
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2023-11-06	1	0	2024-04-16	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2023-11-17	1	0	2024-05-21	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-01-23	0	0		
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-03-27	1	0	2024-04-30	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-04-26	1	0	2025-03-18	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-05-14	1	0	2024-08-07	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-08-08	1	0	2024-09-13	
eburnard@mathtouch.com	Eden	Burnard	7754 16-street	Charlotte	NC	89983	9353320487	4	2024-12-16	1	0	2025-01-18	
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2023-10-03	1	0	2023-11-29	
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-02-02	1	0	2024-05-20	
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-02-08	0	1		2025-02-18
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-07-05	0	1		2024-12-04
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-07-26	1	0	2024-09-05	
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-08-16	1	0	2024-08-26	
ecanlas@conecom.com	Ezekiel	Canlas	3817 11-street	Anaheim	CA	22421	2101259317	5	2024-12-17	0	0		
ecoyier@hatfan.com	Eladia	Coyier	603 17-street	Las Vegas	WI	60568	0285037145	3	2023-11-17	1	0	2024-04-05	
ecoyier@hatfan.com	Eladia	Coyier	603 17-street	Las Vegas	WI	60568	0285037145	3	2024-05-20	1	0	2024-07-08	
ecoyier@hatfan.com	Eladia	Coyier	603 17-street	Las Vegas	WI	60568	0285037145	3	2024-09-30	1	0	2025-01-05	
ecoyier@hatfan.com	Eladia	Coyier	603 17-street	Las Vegas	WI	60568	0285037145	3	2024-11-08	0	0		
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2024-04-25	1	0	2025-01-21	
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2024-07-30	1	0	2024-12-07	
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2024-08-19	1	0	2025-03-11	
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2024-09-11	1	0	2024-09-22	
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2024-09-19	1	0	2024-09-22	
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2025-01-28	0	0		
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2025-02-18	0	0		
erowling@j-texon.com	Erick	Rowling	7582 7-street	Fort Wayne	FL	97639	6850141056	3	2025-03-18	0	0		
esergi@cancity.com	Eladia	Sergi	9640 11-street	Greensboro	NJ	73397	0821844060	3	2023-11-27	1	0	2024-04-13	
esergi@cancity.com	Eladia	Sergi	9640 11-street	Greensboro	NJ	73397	0821844060	3	2024-01-19	0	1		2024-02-17
esergi@cancity.com	Eladia	Sergi	9640 11-street	Greensboro	NJ	73397	0821844060	3	2024-04-16	1	0	2024-05-10	
esergi@cancity.com	Eladia	Sergi	9640 11-street	Greensboro	NJ	73397	0821844060	3	2024-08-05	1	0	2024-11-24	
esergi@cancity.com	Eladia	Sergi	9640 11-street	Greensboro	NJ	73397	0821844060	3	2024-10-24	1	0	2025-03-30	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2023-10-06	1	0	2023-10-21	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2023-11-20	1	0	2023-12-16	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-02-13	0	1		2024-03-20
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-03-06	1	0	2024-06-22	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-03-11	0	1		2024-09-07
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-04-03	0	1		2024-04-03
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-05-28	1	0	2024-06-26	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-06-28	1	0	2024-07-16	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-07-16	1	0	2024-08-27	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-08-23	1	0	2025-02-24	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-09-20	1	0	2025-01-20	
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2024-10-03	0	0		
fankeny@domzoom.com	Fabiola	Ankeny	1004 8-street	Miami	CA	46659	1323733433	3	2025-02-24	0	0		
ffelger@plusstrip.com	Francine	Felger	6796 11-street	Buffalo	NJ	32520	7829441645	4	2023-11-28	1	0	2024-08-31	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2023-10-23	0	1		2024-05-11
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2023-11-16	1	0	2024-02-24	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-01-29	1	0	2024-02-24	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-02-29	1	0	2024-10-05	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-03-18	1	0	2024-06-01	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-03-25	1	0	2025-02-12	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-04-02	1	0	2024-05-07	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-07-04	1	0	2025-01-13	
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-09-23	0	0		
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2024-12-25	0	0		
ffritz@zumgoity.com	Felicidad	Fritz	8038 6-street	Wichita	TX	47216	1674988389	2	2025-01-20	0	0		
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2023-10-12	1	0	2024-05-01	
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2023-12-22	0	1		2024-02-24
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2024-09-05	0	1		2024-12-16
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2024-09-27	0	1		2025-03-29
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2024-11-07	0	0		
fshinko@inity.com	Fabiola	Shinko	8936 18-street	Irvine	NC	99269	0509031678	4	2024-11-21	0	0		
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2023-10-27	1	0	2023-11-13	
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2023-12-25	1	0	2024-10-28	
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2024-02-22	1	0	2024-06-12	
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2024-03-04	0	1		2024-04-26
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2024-03-13	0	1		2024-12-23
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2025-01-22	0	0		
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2025-02-06	0	0		
fvarriano@mathtouch.com	Fatima	Varriano	244 2-street	Portland	NV	14295	9745941406	4	2025-03-05	0	0		
gangalich@rundofase.com	Georgene	Angalich	3206 4-street	Wichita	TX	14493	8238717382	3	2024-02-28	1	0	2024-06-22	
gangalich@rundofase.com	Georgene	Angalich	3206 4-street	Wichita	TX	14493	8238717382	3	2024-11-28	0	0		
gangalich@rundofase.com	Georgene	Angalich	3206 4-street	Wichita	TX	14493	8238717382	3	2024-12-11	0	0		
gangalich@rundofase.com	Georgene	Angalich	3206 4-street	Wichita	TX	14493	8238717382	3	2025-01-07	1	0	2025-02-01	
gcousey@gogozoom.com	Gearldine	Cousey	6177 13-street	Orlando	FL	10818	1779487832	3	2023-11-13	0	1		2024-03-18
gcousey@gogozoom.com	Gearldine	Cousey	6177 13-street	Orlando	FL	10818	1779487832	3	2024-06-06	0	1		2025-01-06
gcousey@gogozoom.com	Gearldine	Cousey	6177 13-street	Orlando	FL	10818	1779487832	3	2024-08-21	1	0	2024-10-25	
gcousey@gogozoom.com	Gearldine	Cousey	6177 13-street	Orlando	FL	10818	1779487832	3	2024-10-07	0	0		
gcousey@gogozoom.com	Gearldine	Cousey	6177 13-street	Orlando	FL	10818	1779487832	3	2025-03-13	0	0		
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2023-10-09	1	0	2025-02-26	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2023-10-17	0	1		2025-01-20
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2023-11-08	1	0	2024-09-24	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2023-12-12	1	0	2025-02-05	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2023-12-21	1	0	2024-06-07	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2024-01-23	1	0	2024-09-24	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2024-02-02	1	0	2024-04-07	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2024-04-05	1	0	2024-11-06	
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2024-06-12	0	0		
gcousey@groovestreet.com	Gertude	Cousey	3171 20-street	Nashville-Davidson	MD	86587	6762288681	5	2024-11-06	1	0	2024-11-30	
giturbide@rangreen.com	Glory	Iturbide	2186 16-street	Minneapolis	OK	08761	6421927893	6	2024-01-01	0	1		2024-12-23
giturbide@rangreen.com	Glory	Iturbide	2186 16-street	Minneapolis	OK	08761	6421927893	6	2024-09-23	0	0		
giturbide@rangreen.com	Glory	Iturbide	2186 16-street	Minneapolis	OK	08761	6421927893	6	2024-12-16	0	1		2024-12-23
giturbide@rangreen.com	Glory	Iturbide	2186 16-street	Minneapolis	OK	08761	6421927893	6	2024-12-18	1	0	2025-02-07	
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2023-12-05	1	0	2024-03-04	
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2024-04-17	1	0	2024-06-05	
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2024-07-17	1	0	2024-10-10	
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2024-08-28	0	0		
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2024-09-06	1	0	2024-10-09	
gjurney@rantouch.com	Goldie	Jurney	7927 13-street	Milwaukee	NM	43443	2842761166	5	2024-10-10	1	0	2024-11-04	
gschnitzler@ron-tech.com	Garry	Schnitzler	2088 19-street	Sacramento	CA	24313	7719104026	4	2024-03-15	1	0	2024-10-16	
gschnitzler@ron-tech.com	Garry	Schnitzler	2088 19-street	Sacramento	CA	24313	7719104026	4	2024-07-12	1	0	2024-07-18	
gschnitzler@ron-tech.com	Garry	Schnitzler	2088 19-street	Sacramento	CA	24313	7719104026	4	2024-09-03	1	0	2024-09-03	
gschnitzler@ron-tech.com	Garry	Schnitzler	2088 19-street	Sacramento	CA	24313	7719104026	4	2025-03-10	0	0		
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2023-12-19	1	0	2024-07-23	
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-02-28	0	1		2024-10-19
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-04-12	1	0	2024-12-14	
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-05-17	0	1		2024-11-16
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-05-28	1	0	2024-12-26	
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-10-07	0	0		
hhellickson@isdom.com	Haydee	Hellickson	5164 21-street	Reno	VA	63202	5930662838	2	2024-12-20	0	0		
hkardas@dambase.com	Helene	Kardas	8592 4-street	Virginia Beach	GA	07679	5638637354	4	2023-11-24	1	0	2024-09-05	
hkardas@dambase.com	Helene	Kardas	8592 4-street	Virginia Beach	GA	07679	5638637354	4	2023-12-20	0	1		2025-02-12
hkardas@dambase.com	Helene	Kardas	8592 4-street	Virginia Beach	GA	07679	5638637354	4	2024-04-04	1	0	2024-06-25	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2023-10-18	1	0	2024-06-23	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2023-12-06	1	0	2024-05-03	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2023-12-11	1	0	2024-07-29	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2024-01-10	1	0	2024-12-18	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2024-03-27	1	0	2024-10-14	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2024-04-01	1	0	2024-10-10	
hmartabano@fasehatice.com	Helaine	Martabano	7051 13-street	Arlington	LA	79787	4691068097	3	2024-04-02	0	1		2024-11-18
